Entry_Time,Action_Price,Stop_Loss,Trade_Type,Trade_ID
2024-07-16 12:12:00-04:00,975.86,975.49,Buy,GWW1
2024-07-16 12:18:00-04:00,975.49,975.49,Sell - Stop Loss,GWW1
2024-07-23 14:00:00-04:00,951.11,950.80,Buy,GWW2
2024-07-23 14:22:00-04:00,952.38,950.80,Sell - Away from SMA,GWW2
2024-08-02 10:14:00-04:00,936.56,935.99,Buy,GWW3
2024-08-02 10:16:00-04:00,947.14,935.99,Sell - Away from SMA,GWW3
2024-08-05 11:58:00-04:00,949.54,949.51,Buy,GWW4
2024-08-05 12:02:00-04:00,950.19,949.51,Sell - Away from SMA,GWW4
2024-08-08 15:56:00-04:00,971.54,971.14,Buy,GWW5
2024-08-08 15:58:00-04:00,973.71,971.14,Sell - Away from SMA,GWW5
2024-08-15 11:14:00-04:00,957.84,957.82,Buy,GWW6
2024-08-15 11:16:00-04:00,958.27,957.82,Sell - Away from SMA,GWW6
