Datetime,Open,High,Low,Close,Adj Close,Volume
2024-07-15 09:30:00-04:00,372.2699890136719,372.29998779296875,369.510009765625,370.0899963378906,370.0899963378906,112751
2024-07-15 09:32:00-04:00,370.0849914550781,370.0849914550781,367.7650146484375,368.0,368.0,20365
2024-07-15 09:34:00-04:00,367.94000244140625,367.94000244140625,364.2099914550781,366.3800048828125,366.3800048828125,135513
2024-07-15 09:36:00-04:00,365.989990234375,368.5,365.89599609375,368.4599914550781,368.4599914550781,80392
2024-07-15 09:38:00-04:00,368.5799865722656,372.4898986816406,368.5799865722656,372.19110107421875,372.19110107421875,58716
2024-07-15 09:40:00-04:00,372.0299987792969,375.5,372.0299987792969,375.4599914550781,375.4599914550781,58704
2024-07-15 09:42:00-04:00,375.0849914550781,375.1000061035156,374.07501220703125,374.19500732421875,374.19500732421875,33578
2024-07-15 09:44:00-04:00,374.19000244140625,375.8699035644531,374.0201110839844,374.3500061035156,374.3500061035156,36078
2024-07-15 09:46:00-04:00,375.06500244140625,376.1300048828125,374.42999267578125,376.0,376.0,23209
2024-07-15 09:48:00-04:00,376.0799865722656,376.29998779296875,375.04998779296875,375.2300109863281,375.2300109863281,13847
2024-07-15 09:50:00-04:00,375.3900146484375,375.7049865722656,374.2799987792969,375.69500732421875,375.69500732421875,19687
2024-07-15 09:52:00-04:00,375.32000732421875,376.1000061035156,375.30999755859375,375.902099609375,375.902099609375,10521
2024-07-15 09:54:00-04:00,375.82000732421875,375.82000732421875,374.94000244140625,375.6300048828125,375.6300048828125,14637
2024-07-15 09:56:00-04:00,375.6099853515625,377.5299987792969,375.6099853515625,377.42498779296875,377.42498779296875,39163
2024-07-15 09:58:00-04:00,377.2784118652344,378.3800048828125,376.82000732421875,378.0249938964844,378.0249938964844,41244
2024-07-15 10:00:00-04:00,378.0799865722656,379.0,377.1720886230469,379.0,379.0,21271
2024-07-15 10:02:00-04:00,378.989990234375,379.29998779296875,378.2699890136719,379.2799072265625,379.2799072265625,55388
2024-07-15 10:04:00-04:00,379.2069091796875,380.54998779296875,378.2699890136719,379.07989501953125,379.07989501953125,50032
2024-07-15 10:06:00-04:00,378.5,378.8800048828125,377.3299865722656,377.75,377.75,20314
2024-07-15 10:08:00-04:00,377.6000061035156,378.8699951171875,377.6000061035156,378.7015075683594,378.7015075683594,13144
2024-07-15 10:10:00-04:00,378.6199951171875,378.7799987792969,378.1199951171875,378.1650085449219,378.1650085449219,17313
2024-07-15 10:12:00-04:00,378.29998779296875,379.6099853515625,378.2431945800781,379.42999267578125,379.42999267578125,18191
2024-07-15 10:14:00-04:00,379.1700134277344,379.260009765625,378.760009765625,378.760009765625,378.760009765625,9763
2024-07-15 10:16:00-04:00,378.9849853515625,379.3450012207031,378.6636962890625,379.0163879394531,379.0163879394531,11355
2024-07-15 10:18:00-04:00,378.68011474609375,379.79998779296875,378.68011474609375,379.7349853515625,379.7349853515625,17012
2024-07-15 10:20:00-04:00,379.69000244140625,379.8900146484375,378.7662048339844,378.7662048339844,378.7662048339844,22148
2024-07-15 10:22:00-04:00,378.7049865722656,378.864990234375,378.2799987792969,378.5249938964844,378.5249938964844,6824
2024-07-15 10:24:00-04:00,378.54998779296875,380.2699890136719,378.5150146484375,380.2699890136719,380.2699890136719,18587
2024-07-15 10:26:00-04:00,380.2699890136719,380.2699890136719,379.2799987792969,379.5,379.5,10562
2024-07-15 10:28:00-04:00,379.67999267578125,380.0799865722656,379.3500061035156,379.7799987792969,379.7799987792969,11091
2024-07-15 10:30:00-04:00,379.7699890136719,380.4599914550781,379.7699890136719,380.0400085449219,380.0400085449219,9204
2024-07-15 10:32:00-04:00,380.1600036621094,380.8599853515625,379.9547119140625,380.7760925292969,380.7760925292969,12246
2024-07-15 10:34:00-04:00,380.6940002441406,381.3299865722656,380.5880126953125,381.1499938964844,381.1499938964844,18725
2024-07-15 10:36:00-04:00,380.9800109863281,381.4100036621094,380.3931884765625,380.3931884765625,380.3931884765625,15005
2024-07-15 10:38:00-04:00,380.4800109863281,380.585205078125,380.04998779296875,380.3599853515625,380.3599853515625,11221
2024-07-15 10:40:00-04:00,380.385009765625,380.94000244140625,380.17999267578125,380.4266052246094,380.4266052246094,14479
2024-07-15 10:42:00-04:00,380.5899963378906,381.2900085449219,380.5899963378906,380.9700012207031,380.9700012207031,17733
2024-07-15 10:44:00-04:00,380.9784851074219,381.5249938964844,380.739990234375,381.510009765625,381.510009765625,7160
2024-07-15 10:46:00-04:00,381.25,381.2850036621094,380.6000061035156,380.777099609375,380.777099609375,10424
2024-07-15 10:48:00-04:00,380.8599853515625,381.4700012207031,380.7001037597656,381.3349914550781,381.3349914550781,9551
2024-07-15 10:50:00-04:00,381.38470458984375,381.6000061035156,381.07330322265625,381.2049865722656,381.2049865722656,23132
2024-07-15 10:52:00-04:00,381.2300109863281,381.94000244140625,381.2300109863281,381.94000244140625,381.94000244140625,22953
2024-07-15 10:54:00-04:00,382.0,382.82000732421875,382.0,382.82000732421875,382.82000732421875,27228
2024-07-15 10:56:00-04:00,382.3900146484375,382.64990234375,382.20001220703125,382.427490234375,382.427490234375,7757
2024-07-15 10:58:00-04:00,382.29998779296875,382.3644104003906,381.7799987792969,381.9100036621094,381.9100036621094,14551
2024-07-15 11:00:00-04:00,381.7200012207031,382.54998779296875,381.590087890625,382.47369384765625,382.47369384765625,14050
